AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N,PCT,RAP,Section,Subject,Subject_Label,Workload,YearTerm,Instructors
2.59,LEC - Lecture,4.88,5.54,4035,Architectural Structures 1,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,AREN,Architectural Engineering,,20137,
3.31,LEC - Lecture,5.26,5.7,4466,Construction Planning and Scheduling,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,AREN,Architectural Engineering,,20137,
3.42,LEC - Lecture,4.6,4.84,4550,Illumination 2,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,AREN,Architectural Engineering,,20137,
3.38,LEC - Lecture,4.88,5.54,4580,Daylighting,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,AREN,Architectural Engineering,,20137,
3.51,LEC - Lecture,4.5,4.98,1317,Introduction to Civil and Environmental Engineering,1XXX,EN,CVEN,,0,2,P  - In Person,Lower,2,1,,,0,001,CVEN,Civil Engineering,,20137,
2.89,LEC - Lecture,4.97,5.42,2121,Analytical Mechanics 1,2XXX,EN,CVEN,,0,3,P  - In Person,Lower,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.18,LEC - Lecture,5.04,5.26,3161,Mechanics of Materials 1,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,010,CVEN,Civil Engineering,,20137,
2.87,LEC - Lecture,5,5.56,3246,Introduction to Construction,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.12,LEC - Lecture,5.28,5.67,3256,Construction Equipment and Methods,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.34,LEC - Lecture,5.22,5.5,3323,Hydraulic Engineering,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,010,CVEN,Civil Engineering,,20137,
3,LEC - Lecture,4.56,4.94,3414,Fundamentals of Environmental Engineering,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,2,,,0,001,CVEN,Civil Engineering,,20137,
2.77,LEC - Lecture,5,5.69,3525,Structural Analysis,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.29,LEC - Lecture,4.31,4.74,3602,Transportation Systems,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.57,LEC - Lecture,5.29,5.61,3708,Geotechnical Engineering 1,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,010,CVEN,Civil Engineering,,20137,
3.44,LEC - Lecture,4.79,4.95,3718,Geotechnical Engineering 2,3XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,010,CVEN,Civil Engineering,,20137,
3.82,LEC - Lecture,4.92,5.33,4147,Civil Engineering Systems,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.82,LEC - Lecture,4.83,4.92,4323,Water Resource Engineering Design,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.43,LEC - Lecture,5.49,5.63,4353,Groundwater Engineering,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.1,LEC - Lecture,5.21,5.34,4404,Water Chemistry,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.68,MLS - Main Lab,5,5.77,4414,Water Chemistry Laboratory,4XXX,EN,CVEN,,0,1,P  - In Person,Upper,1,1,,,0,002,CVEN,Civil Engineering,,20137,
3.78,MLS - Main Lab,5.54,5.82,4414,Water Chemistry Laboratory,4XXX,EN,CVEN,,0,1,P  - In Person,Upper,1,1,,,0,003,CVEN,Civil Engineering,,20137,
3.6,MLS - Main Lab,4.92,5.85,4414,Water Chemistry Laboratory,4XXX,EN,CVEN,,0,1,P  - In Person,Upper,1,1,,,0,005,CVEN,Civil Engineering,,20137,
3.33,LEC - Lecture,4.48,4.77,4464,Environmental Engineering Processes,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.86,LEC - Lecture,5.28,5.59,4511,Introduction to Finite Element Analysis,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.84,LEC - Lecture,4.5,4.13,4525,Matrix Structural Analysis,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
2.76,LEC - Lecture,4.66,5.1,4555,Reinforced Concrete Design,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.75,LEC - Lecture,4.48,5.24,4728,Foundation Engineering,4XXX,EN,CVEN,,0,3,P  - In Person,Upper,2,1,,,0,001,CVEN,Civil Engineering,,20137,
3.51,LEC - Lecture,4.51,5.36,4899,Civil Engineering Senior Project Design,4XXX,EN,CVEN,,0,4,P  - In Person,Upper,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.91,LEC - Lecture,4.14,4.29,5111,Structural Dynamics,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.74,LEC - Lecture,4.78,5.11,5161,Advanced Mechanics of Materials I,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.67,LEC - Lecture,5.33,5.6,5276,Engineering Risk and Decision Analysis,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.76,LEC - Lecture,5.18,5.64,5286,Design Construction Operations,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,002,CVEN,Civil Engineering,,20137,
3.86,LEC - Lecture,5.78,5.72,5313,Environmental Fluid Mechanics,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.9,LEC - Lecture,5.11,5.22,5346,Managing Construction and Engineering Projects and Organizations,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
4,LEC - Lecture,5.29,5.86,5534,Wastewater Treatment,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.92,LEC - Lecture,5.76,5.86,5537,Numerical Methods in Civil Engineering,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.41,LEC - Lecture,5.23,5.31,5575,Advanced Topics in Steel Design,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.63,LEC - Lecture,4.83,5.17,5628,Seepage and Slopes,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
4,LEC - Lecture,5.11,5.33,5708,Soil Mechanics,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.77,LEC - Lecture,5.36,5.45,5830,Special Topics for Seniors/Grads,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.65,LEC - Lecture,5.22,5.55,5830,Special Topics for Seniors/Grads,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,1,,,0,005,CVEN,Civil Engineering,,20137,
3.8,LEC - Lecture,5.1,5.1,5834,Special Topics,5XXX,EN,CVEN,,0,3,P  - In Person,Masters,1,2,,,0,002,CVEN,Civil Engineering,,20137,
4,LEC - Lecture,5.5,5.88,7511,Computational Finite Inelasticity and Multiphase Mechanics,7XXX,EN,CVEN,,0,3,P  - In Person,Doctoral,1,1,,,0,001,CVEN,Civil Engineering,,20137,
3.77,SEM - Seminar,4.36,5.06,1100,Freshman Seminar,1XXX,EN,ECEN,,0,1,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.77,LEC - Lecture,4.13,4.48,1310,C and MATLAB Programming for Electrical & Computer Engineers,1XXX,EN,ECEN,,0,4,P  - In Person,Lower,1,4,,,0,010,ECEN,Electrical & Computer Engr,,20137,
2.73,LEC - Lecture,5.21,4.84,1400,Introduction to Digital and Analog Electronics,1XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,4,,,0,010,ECEN,Electrical & Computer Engr,,20137,
2.48,LEC - Lecture,3.77,3.85,1500,Sustainable Energy,1XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.38,LEC - Lecture,3.43,3.28,2020,Special Topics,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,2,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.08,LEC - Lecture,3.88,4.06,2060,Special Topics,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.42,LEC - Lecture,5.33,5.58,2250,Introduction to Circuits and Electronics,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.12,LEC - Lecture,4.94,5.35,2260,Circuits as Systems,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.35,LEC - Lecture,5.13,5.09,2270,Electronics Design Lab,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,3,,,0,010,ECEN,Electrical & Computer Engr,,20137,
2.84,LEC - Lecture,4.5,4.63,2350,Digital Logic,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.63,LEC - Lecture,3.53,4.41,2703,Discrete Mathematics for Computer Engineers,2XXX,EN,ECEN,,0,3,P  - In Person,Lower,1,2,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.49,LEC - Lecture,4.59,5.18,3000,Special Topics,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,3,,,0,020,ECEN,Electrical & Computer Engr,,20137,
2.68,LEC - Lecture,4.15,4.63,3010,Circuits and Electronics for Mechanical Engineers,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,4,,,0,010,ECEN,Electrical & Computer Engr,,20137,
3.06,LEC - Lecture,4.55,5,3030,Electrical/Electronic Circuits Non-Major,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.46,LEC - Lecture,4.93,5.5,3070,Edges of Science,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.83,LEC - Lecture,4.43,4.95,3170,Electromagnetic Energy Conversion 1,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,2,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.6,LEC - Lecture,4.19,4.38,3250,Microelectronics,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.85,LEC - Lecture,4.93,5.5,3300,Linear Systems,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.44,LEC - Lecture,4.17,4.12,3350,Programming Digital Systems,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.47,LEC - Lecture,4.95,5.1,3400,Electromagnetic Fields and Waves,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.57,LEC - Lecture,3.74,4.1,3810,Introduction to Probability Theory,3XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.78,LEC - Lecture,4.58,4.7,4138,Control Systems Analysis,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,2,2,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.23,LEC - Lecture,3.5,3.5,4242,Communication Theory,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.43,LEC - Lecture,3.25,3.5,4593,Computer Organization,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,2,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.48,MLS - Main Lab,3.49,4.33,4610,Capstone Laboratory Part 1,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,7,,,1,800,ECEN,Electrical & Computer Engr,,20137,
2.83,LEC - Lecture,5,5.4,4632,Introduction to Digital Filtering,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.34,LEC - Lecture,5.78,5.72,4634,Microwave and RF Laboratory,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,2,3,,,0,020,ECEN,Electrical & Computer Engr,,20137,
2.98,LEC - Lecture,5.24,5.19,4797,Introduction to Power Electronics,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,2,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.32,LEC - Lecture,5.35,5.7,4827,Analog IC Design,4XXX,EN,ECEN,,0,3,P  - In Person,Upper,2,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.27,LEC - Lecture,5.36,5.79,5012,Special Topics,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
4,LEC - Lecture,4.75,5.25,5013,Special Topics,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,2,1,,,0,002,ECEN,Electrical & Computer Engr,,20137,
3.84,LEC - Lecture,4.71,5,5017,Special Topics,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.37,LEC - Lecture,4.13,3.67,5134,Electromagnetic Radiation and Antennas,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,2,,,0,002,ECEN,Electrical & Computer Engr,,20137,
3.51,LEC - Lecture,4.14,4,5345,Introduction to Solid State Physics,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.9,LEC - Lecture,5.14,5.29,5448,Advanced Linear Systems,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.89,LEC - Lecture,4.68,4.95,5543,Software Engineering of Standalone Programs,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,2,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
2.95,LEC - Lecture,4.71,4.57,5612,Random Processes for Engineers,5XXX,EN,ECEN,,0,3,P  - In Person,Masters,1,1,,,0,001,ECEN,Electrical & Computer Engr,,20137,
3.51,LEC - Lecture,4.19,4.54,4030,Project Management Systems,4XXX,EN,EMEN,,0,3,P  - In Person,Upper,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.85,LEC - Lecture,4.74,5.18,4100,Business Methods and Economics for Engineers,4XXX,EN,EMEN,,0,3,P  - In Person,Upper,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.63,LEC - Lecture,4.88,5.4,4800,Technology Ventures and Marketing.,4XXX,EN,EMEN,,0,3,P  - In Person,Upper,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.71,LEC - Lecture,4.7,4.8,4830,Special Topics,4XXX,EN,EMEN,,0,3,P  - In Person,Upper,1,1,,,0,001,EMEN,Engineering Management,,20137,
2.99,STU - Studio,4.14,4.47,5005,Introduction to Applied Statistical Methods,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,3,1,,,0,001,EMEN,Engineering Management,,20137,
3.91,LEC - Lecture,4.91,5.03,5010,Introduction to Engineering Management,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,1,2,,,0,001,EMEN,Engineering Management,,20137,
3.81,LEC - Lecture,5.4,5.82,5020,Finance and Accounting for Engineering Managers,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.9,LEC - Lecture,5.05,5.17,5030,Project Management,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.81,LEC - Lecture,4.33,4.78,5031,Software Project Management,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,3,1,,,0,001,EMEN,Engineering Management,,20137,
3.66,LEC - Lecture,5.33,5.5,5040,"Quality, Strategy, and Value Creation",5XXX,EN,EMEN,,0,3,P  - In Person,Masters,1,1,,,0,001,EMEN,Engineering Management,,20137,
3.69,LEC - Lecture,5.53,5.71,5050,Authentic Leadership,5XXX,EN,EMEN,,0,3,P  - In Person,Masters,2,1,,,0,001,EMEN,Engineering Management,,20137,
4,LEC - Lecture,5.69,5.63,1151,Critical Encounters,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,001,EHON,Engineering Honors,,20137,
3.98,LEC - Lecture,5.25,5.68,1151,Critical Encounters,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,002,EHON,Engineering Honors,,20137,
4,LEC - Lecture,5.36,5.52,1151,Critical Encounters,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,004,EHON,Engineering Honors,,20137,
3.53,SEM - Seminar,5.71,6,4051,Dimensions of Leadership,4XXX,EN,ENGR,,0,1,P  - In Person,Upper,1,1,,,0,001,EHON,Engineering Honors,,20137,
2.27,LEC - Lecture,3.66,3.65,1010,Engineering Explorations Through Physics,1XXX,EN,ENGR,,0,4,P  - In Person,Lower,1,1,,,0,100,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.27,5.36,1236,Precalculus Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,001,GEEN,General Engineering,,20137,
3.02,LEC - Lecture,4.47,4.71,1300,Introduction to Engineering Computing,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,100,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.87,5.67,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,001,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.48,5.52,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,002,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.28,5.22,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,003,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.87,5.83,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,101,GEEN,General Engineering,,20137,
,MLS - Main Lab,4,4.82,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,102,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.73,5.73,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,103,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.1,4.9,1350,Calculus 1 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,104,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.56,5.44,1360,Calculus 2 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,001,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.33,5.33,1360,Calculus 2 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,101,GEEN,General Engineering,,20137,
,MLS - Main Lab,5.2,5.53,1360,Calculus 2 Work Group,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,102,GEEN,General Engineering,,20137,
3.79,LEC - Lecture,5.21,5.33,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,010,GEEN,General Engineering,,20137,
3.87,LEC - Lecture,4.93,4.74,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,020,GEEN,General Engineering,,20137,
3.54,LEC - Lecture,3.62,3.73,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,030,GEEN,General Engineering,,20137,
3.74,LEC - Lecture,5.57,5.53,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,040,GEEN,General Engineering,,20137,
3.71,LEC - Lecture,5.17,5.1,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,050,GEEN,General Engineering,,20137,
3.85,LEC - Lecture,5.77,5.97,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,060,GEEN,General Engineering,,20137,
3.36,LEC - Lecture,4.5,4.38,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,070,GEEN,General Engineering,,20137,
3.66,LEC - Lecture,5.13,5.47,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,080,GEEN,General Engineering,,20137,
3.33,LEC - Lecture,4.96,5.39,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,090,GEEN,General Engineering,,20137,
3.31,LEC - Lecture,5.13,4.9,1400,Engineering Projects,1XXX,EN,ENGR,,0,3,P  - In Person,Lower,1,1,,,0,100,GEEN,General Engineering,,20137,
3.01,LEC - Lecture,3.51,4.28,1500,Introduction to Engineering,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,500,GEEN,General Engineering,,20137,
3.03,LEC - Lecture,3.51,4.59,1500,Introduction to Engineering,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,510,GEEN,General Engineering,,20137,
3.54,LEC - Lecture,4.32,5.32,1500,Introduction to Engineering,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,600,GEEN,General Engineering,,20137,
3.23,LEC - Lecture,4.56,5.62,1500,Introduction to Engineering,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,610,GEEN,General Engineering,,20137,
3.09,LEC - Lecture,4.46,5.22,1500,Introduction to Engineering,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,620,GEEN,General Engineering,,20137,
3.64,LEC - Lecture,3.2,3.83,1510,Self Management and Leadership Principles 1,1XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,1,805,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.79,5.5,2350,Calculus 3 Work Group,2XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,101,GEEN,General Engineering,,20137,
,MLS - Main Lab,4.44,5.38,2350,Calculus 3 Work Group,2XXX,EN,ENGR,,0,1,P  - In Person,Lower,1,1,,,0,102,GEEN,General Engineering,,20137,
3.62,LEC - Lecture,5.23,5.65,3400,Invention and Innovation,3XXX,EN,ENGR,,0,3,P  - In Person,Upper,1,1,,,0,010,GEEN,General Engineering,,20137,
3.78,LEC - Lecture,4.38,5.13,1000,Introduction to Environmental Engineering,1XXX,EN,EVEN,,0,1,P  - In Person,Lower,1,1,,,0,001,EVEN,Environmental Engineering,,20137,
3.55,LEC - Lecture,5,5.13,4100,Environmental Sampling and Analysis,4XXX,EN,EVEN,,0,3,P  - In Person,Upper,1,1,,,0,010,EVEN,Environmental Engineering,,20137,
3.15,SEM - Seminar,5.54,5.92,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,001,HUEN,Humanities for Engineers,,20137,
3.52,SEM - Seminar,5.62,5.92,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,002,HUEN,Humanities for Engineers,,20137,
3.52,SEM - Seminar,5.63,5.75,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,003,HUEN,Humanities for Engineers,,20137,
3.77,SEM - Seminar,5.55,5.78,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,004,HUEN,Humanities for Engineers,,20137,
3.83,SEM - Seminar,5.62,5.92,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,005,HUEN,Humanities for Engineers,,20137,
3.58,SEM - Seminar,5.55,5.78,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,006,HUEN,Humanities for Engineers,,20137,
3.64,SEM - Seminar,5.08,5.38,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,007,HUEN,Humanities for Engineers,,20137,
3.8,SEM - Seminar,5.45,5.73,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,008,HUEN,Humanities for Engineers,,20137,
3.47,SEM - Seminar,5.5,5.83,1010,Introduction to the Humanities,1XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,009,HUEN,Humanities for Engineers,,20137,
3.68,LEC - Lecture,5.58,5.97,2130,History of Modern Technology from 1750 to the Atomic Bomb,2XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,001,HUEN,Humanities for Engineers,,20137,
3.25,LEC - Lecture,4.74,5.38,2210,"Engineering, Science, and Society",2XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,1,,,0,001,HUEN,Humanities for Engineers,,20137,
3.67,LEC - Lecture,,,2843,Special Topics,2XXX,EN,HUEN,,0,3,P  - In Person,Lower,1,,,,0,580,HUEN,Humanities for Engineers,,20137,
3.78,SEM - Seminar,5.62,5.85,3100,Humanities for Engineers 1,3XXX,EN,HUEN,,0,3,P  - In Person,Upper,1,1,,,0,001,HUEN,Humanities for Engineers,,20137,
3.66,SEM - Seminar,5.21,5.79,3100,Humanities for Engineers 1,3XXX,EN,HUEN,,0,3,P  - In Person,Upper,1,1,,,0,002,HUEN,Humanities for Engineers,,20137,
3.91,SEM - Seminar,5.58,5.75,3100,Humanities for Engineers 1,3XXX,EN,HUEN,,0,3,P  - In Person,Upper,1,1,,,0,003,HUEN,Humanities for Engineers,,20137,
3.89,SEM - Seminar,5.57,5.86,3100,Humanities for Engineers 1,3XXX,EN,HUEN,,0,3,P  - In Person,Upper,1,1,,,0,004,HUEN,Humanities for Engineers,,20137,
3.77,SEM - Seminar,5.31,5.75,3100,Humanities for Engineers 1,3XXX,EN,HUEN,,0,3,P  - In Person,Upper,1,1,,,0,005,HUEN,Humanities for Engineers,,20137,
3.51,LEC - Lecture,5.29,5.21,1025,Computer-Aided Design and Fabrication,1XXX,EN,MCEN,,0,4,P  - In Person,Lower,1,1,,,0,100,MCEN,Mechanical Engineering,,20137,
2.7,LEC - Lecture,4.83,5.33,1208,Special Topics in Mechanical Engineering,1XXX,EN,MCEN,,0,4,P  - In Person,Lower,1,1,,,0,010,MCEN,Mechanical Engineering,,20137,
2.95,LEC - Lecture,3.55,3.04,2023,Statics and Structures,2XXX,EN,MCEN,,0,3,P  - In Person,Lower,1,1,,,0,001,MCEN,Mechanical Engineering,,20137,
